,iid,intel,match
1395,97,6.0,0
1396,97,8.0,1
1397,97,7.0,0
1398,97,6.0,0
1399,97,7.0,0
1400,97,8.0,0
1401,97,8.0,1
1402,97,8.0,1
1403,97,8.0,1
1404,98,10.0,0
1405,98,10.0,1
1406,98,10.0,0
1407,98,10.0,0
1408,98,10.0,0
1409,98,10.0,0
1410,98,10.0,0
1411,98,10.0,0
1412,98,10.0,0
1413,98,10.0,0
1414,98,10.0,0
1415,98,10.0,0
1416,98,10.0,0
1417,98,10.0,0
1418,98,10.0,0
1419,98,10.0,0
1420,98,10.0,1
1421,98,10.0,0
1422,99,8.0,0
1423,99,9.0,1
1424,99,3.0,0
1425,99,8.0,0
1426,99,6.0,0
1427,99,7.0,1
1428,99,7.0,1
1429,99,8.0,1
1430,99,7.0,0
1431,99,9.0,0
1432,99,7.0,0
1433,99,8.0,1
1434,99,5.0,0
1435,99,8.0,1
1436,99,8.0,0
1437,99,8.0,1
1438,99,8.0,1
1439,99,7.0,0
1440,100,8.0,0
1441,100,6.0,0
1442,100,7.0,0
1443,100,8.0,0
1444,100,8.0,0
1445,100,9.0,0
1446,100,9.0,0
1447,100,8.0,0
1448,100,9.0,0
1449,100,9.0,0
1450,100,9.0,1
1451,100,8.0,0
1452,100,9.0,0
1453,100,8.0,0
1454,100,7.0,0
1455,100,9.0,0
1456,100,8.0,0
1457,100,10.0,1
1458,101,8.0,0
1459,101,6.0,0
1460,101,6.0,0
1461,101,8.0,0
1462,101,7.0,0
1463,101,7.0,0
1464,101,8.0,0
1465,101,8.0,0
1466,101,8.0,0
1467,101,7.0,0
1468,101,8.0,0
1469,101,6.0,0
1470,101,8.0,0
1471,101,9.0,0
1472,101,9.0,0
1473,101,7.0,0
1474,101,8.0,0
1475,101,8.0,0
1476,102,8.0,0
1477,102,6.0,0
1478,102,6.0,0
1479,102,4.0,0
1480,102,8.0,1
1481,102,7.0,0
1482,102,8.0,0
1483,102,8.0,0
1484,102,7.0,0
1485,102,7.0,0
1486,102,8.0,0
1487,102,6.0,0
1488,102,6.0,0
1489,102,7.0,0
1490,102,7.0,0
1491,102,8.0,0
1492,102,8.0,0
1493,102,7.0,0
1494,103,9.0,0
1495,103,7.0,0
1496,103,6.0,0
1497,103,8.0,0
1498,103,8.0,0
1499,103,8.0,0
1500,103,6.0,0
1501,103,8.0,0
1502,103,9.0,0
1503,103,8.0,0
1504,103,7.0,0
1505,103,7.0,0
1506,103,7.0,0
1507,103,8.0,0
1508,103,8.0,0
1509,103,8.0,1
1510,103,6.0,0
1511,103,7.0,0
1512,104,7.0,0
1513,104,6.0,0
1514,104,6.0,0
1515,104,7.0,1
1516,104,8.0,0
1517,104,7.0,1
1518,104,7.0,0
1519,104,6.0,0
1520,104,6.0,0
1521,104,6.0,0
1522,104,7.0,1
1523,104,6.0,0
1524,104,6.0,0
1525,104,7.0,1
1526,104,10.0,0
1527,104,7.0,0
1528,104,6.0,0
1529,104,6.0,1
1530,105,8.0,1
1531,105,8.0,1
1532,105,8.0,0
1533,105,8.0,0
1534,105,9.0,1
1535,105,9.0,0
1536,105,7.0,1
1537,105,8.0,0
1538,105,9.0,1
1539,105,8.0,0
1540,105,8.0,1
1541,105,7.0,0
1542,105,8.0,0
1543,105,9.0,0
1544,105,7.0,0
1545,105,10.0,1
1546,105,8.0,1
1547,105,8.0,0
1548,106,7.0,0
1549,106,7.0,0
1550,106,10.0,1
1551,106,10.0,0
1552,106,7.0,0
1553,106,6.0,0
1554,106,5.0,0
1555,106,10.0,0
1556,106,10.0,0
1557,106,6.0,0
1558,106,7.0,0
1559,106,6.0,0
1560,106,8.0,0
1561,106,8.0,0
1562,106,8.0,0
1563,106,10.0,1
1564,106,4.0,0
1565,106,10.0,0
1566,107,9.0,1
1567,107,8.0,1
1568,107,6.5,1
1569,107,9.0,1
1570,107,8.0,0
1571,107,9.0,0
1572,107,8.0,1
1573,107,9.0,1
1574,107,8.5,0
1575,107,7.0,1
1576,107,8.0,1
1577,107,9.0,1
1578,107,9.0,0
1579,107,9.0,0
1580,107,8.0,0
1581,107,8.0,1
1582,107,9.0,1
1583,107,9.0,0
1584,108,8.0,0
1585,108,7.0,0
1586,108,5.0,0
1587,108,7.0,1
1588,108,8.0,0
1589,108,6.0,1
1590,108,6.0,0
1591,108,5.0,0
1592,108,9.0,1
1593,108,6.0,0
1594,108,8.0,1
1595,108,6.0,0
1596,108,7.0,0
1597,108,7.0,0
1598,108,7.0,0
1599,108,7.0,0
1600,108,6.0,0
1601,108,7.0,0
1602,109,8.0,1
1603,109,8.0,0
1604,109,8.0,1
1605,109,7.0,0
1606,109,7.0,1
1607,109,8.0,0
1608,109,8.0,1
1609,109,8.0,0
1610,109,8.0,0
1611,109,8.0,0
1612,109,8.0,1
1613,109,8.0,0
1614,109,7.0,0
1615,109,8.0,0
1616,109,8.0,1
1617,109,8.0,1
1618,109,8.0,1
1619,109,8.0,0
1620,110,8.0,1
1621,110,8.0,0
1622,110,7.0,0
1623,110,9.0,0
1624,110,8.0,0
1625,110,8.0,0
1626,110,9.0,0
1627,110,9.0,0
1628,110,7.0,0
1629,110,8.0,0
1630,110,9.0,1
1631,110,8.0,0
1632,110,8.0,0
1633,110,8.0,0
1634,110,8.0,0
1635,110,8.0,1
1636,110,8.0,1
1637,110,8.0,0
1638,111,8.0,0
1639,111,7.0,0
1640,111,5.0,0
1641,111,5.0,0
1642,111,6.0,0
1643,111,7.0,0
1644,111,5.0,0
1645,111,6.0,0
1646,111,6.0,0
1647,111,7.0,0
1648,111,7.0,0
1649,111,7.0,0
1650,111,7.0,0
1651,111,6.0,0
1652,111,5.0,0
1653,111,8.0,0
1654,111,6.0,0
1655,111,7.0,0
1656,112,7.0,1
1657,112,7.0,0
1658,112,6.0,0
1659,112,8.0,1
1660,112,9.0,1
1661,112,7.0,1
1662,112,8.0,1
1663,112,6.0,1
1664,112,8.0,0
1665,112,6.0,0
1666,113,9.0,0
1667,113,6.0,0
1668,113,8.0,0
1669,113,10.0,1
1670,113,8.0,1
1671,113,8.0,0
1672,113,9.0,1
1673,113,7.0,0
1674,113,8.0,0
1675,113,8.0,0
1676,114,6.0,0
1677,114,6.0,0
1678,114,4.0,0
1679,114,5.0,0
1680,114,5.0,0
1681,114,2.0,0
1682,114,7.0,1
1683,114,5.0,0
1684,114,7.0,0
1685,114,4.0,0
1686,115,10.0,0
1687,115,10.0,0
1688,115,10.0,0
1689,115,10.0,1
1690,115,10.0,0
1691,115,9.0,1
1692,115,9.0,1
1693,115,8.0,0
1694,115,9.0,0
1696,116,10.0,1
1697,116,8.0,0
1698,116,8.0,0
1699,116,8.0,1
1700,116,10.0,0
1701,116,6.0,1
1702,116,8.0,0
1703,116,6.0,1
1704,116,7.0,0
1705,116,7.0,0
1706,117,10.0,0
1707,117,8.0,0
1708,117,7.0,0
1709,117,10.0,1
1710,117,9.0,0
1711,117,7.0,0
1712,117,6.0,0
1713,117,6.0,0
1714,117,8.0,0
1716,119,5.0,0
1717,119,7.0,0
1718,119,8.0,0
1719,119,8.0,1
1720,119,8.0,0
1721,119,9.0,1
1723,119,9.0,1
1724,119,8.0,1
1725,119,6.0,0
1726,120,7.0,1
1727,120,6.0,0
1728,120,4.0,0
1729,120,8.0,1
1730,120,8.0,0
1731,120,5.0,0
1732,120,8.0,1
1733,120,2.0,0
1734,120,9.0,1
1735,120,6.0,0
1736,121,10.0,0
1737,121,7.0,0
1738,121,7.0,0
1739,121,10.0,0
1740,121,10.0,0
1741,121,2.0,0
1742,121,10.0,0
1743,121,7.0,0
1744,121,5.0,0
1745,121,10.0,0
1746,122,9.0,1
1747,122,10.0,0
1748,122,7.0,0
1749,122,10.0,0
1750,122,10.0,1
1751,122,10.0,0
1752,122,8.0,0
1753,122,7.0,1
1754,122,8.0,0
1755,122,8.0,0
1756,123,7.0,0
1757,123,5.0,0
1758,123,6.0,0
1759,123,4.0,0
1760,123,5.0,0
1761,123,5.0,0
1762,123,5.0,0
1763,123,8.0,0
1764,123,5.0,0
1765,123,5.0,0
1766,124,7.0,0
1767,124,7.0,0
1768,124,8.0,0
1769,124,4.0,0
1770,124,3.0,0
1771,124,6.0,0
1772,124,4.0,0
1773,124,6.0,0
1774,124,9.0,0
1775,124,7.0,0
1776,125,9.0,1
1777,125,7.0,1
1778,125,8.0,0
1779,125,9.0,1
1780,125,10.0,1
1781,125,6.0,1
1782,125,6.0,1
1783,125,7.0,1
1784,125,6.0,0
1785,125,6.0,0
1786,126,7.0,1
1787,126,9.0,1
1788,126,7.0,0
1789,126,6.0,0
1790,126,8.0,0
1791,126,7.0,0
1792,126,8.0,0
1793,126,7.0,0
1794,126,7.0,0
1795,126,6.0,0
1796,127,9.0,1
1797,127,5.0,0
1798,127,7.0,0
1799,127,7.0,1
1800,127,7.0,1
1801,127,8.0,0
1802,127,8.0,1
1803,127,7.0,0
1804,127,7.0,0
1805,127,6.0,0
1806,128,8.0,1
1807,128,9.0,1
1808,128,9.0,1
1809,128,6.0,1
1810,128,7.0,0
1811,128,9.0,0
1812,128,9.0,1
1813,128,10.0,1
1814,128,7.0,0
1815,128,9.0,0
1816,129,9.0,1
1817,129,8.0,0
1818,129,8.0,0
1819,129,8.0,0
1820,129,8.0,1
1821,129,10.0,0
1822,129,10.0,1
1823,129,8.0,0
1824,129,10.0,0
1825,129,9.0,0
1826,130,5.0,0
1827,130,5.0,0
1828,130,6.0,0
1829,130,5.0,0
1830,130,2.0,0
1831,130,6.0,0
1832,130,6.0,1
1833,130,8.0,1
1834,130,3.0,0
1835,130,5.0,0
1836,131,5.0,0
1837,131,5.0,0
1838,131,5.0,0
1840,131,5.0,0
1842,131,6.0,0
1843,131,7.0,0
1844,131,10.0,0
1845,131,7.0,0
1846,132,7.0,0
1847,132,8.0,0
1848,132,9.0,0
1849,132,9.0,1
1850,132,8.0,0
1851,133,7.0,0
1852,133,8.0,0
1853,133,5.0,0
1854,133,7.0,0
1855,133,5.0,0
1856,134,7.0,1
1857,134,9.0,0
1858,134,8.0,0
1859,134,9.0,0
1860,134,6.0,0
1862,135,8.0,0
1864,135,8.0,1
1866,136,8.0,0
1867,136,10.0,1
1868,136,8.0,0
1869,136,8.0,0
1870,136,8.0,0
1871,137,9.0,0
1872,137,10.0,0
1873,137,9.0,1
1874,137,8.0,0
1875,137,9.0,0
1876,138,4.0,0
1877,138,8.0,0
1878,138,8.0,0
1879,138,6.0,0
1880,138,10.0,1
1881,139,8.0,0
1882,139,10.0,0
1883,139,9.0,0
1886,140,7.0,1
1887,140,8.0,0
1888,140,7.5,0
1889,140,8.0,1
1890,140,6.0,0
1891,141,7.0,0
1892,141,9.0,0
1893,141,8.0,0
1894,141,8.0,1
1895,141,8.0,0
1896,142,6.0,0
1897,142,9.0,1
1898,142,8.0,0
1899,142,9.0,0
1900,142,9.0,0
1901,142,8.0,0
1902,142,10.0,0
1903,142,7.0,0
1904,142,6.0,0
1905,142,8.0,1
1906,142,9.0,1
1907,142,10.0,1
1908,142,7.0,0
1909,142,9.0,1
1910,142,8.0,1
1911,142,8.0,1
1912,143,8.0,0
1913,143,8.0,0
1914,143,7.0,0
1915,143,8.0,0
1916,143,9.0,0
1917,143,9.0,0
1918,143,9.0,0
1919,143,9.0,0
1920,143,9.0,0
1921,143,7.0,0
1922,143,9.0,0
1923,143,9.0,0
1924,143,9.0,0
1925,143,9.0,0
1926,143,9.0,0
1927,143,8.0,0
1928,144,7.0,0
1929,144,8.0,0
1930,144,8.0,0
1931,144,8.0,0
1932,144,8.0,1
1933,144,7.0,0
1934,144,7.0,0
1935,144,6.0,0
1936,144,8.0,0
1937,144,8.0,0
1938,144,6.0,0
1939,144,8.0,0
1940,144,8.0,0
1941,144,8.0,0
1942,144,7.0,0
1943,144,8.0,0
1944,145,10.0,0
1945,145,10.0,0
1946,145,7.0,0
1947,145,9.0,0
1948,145,9.0,0
1949,145,8.0,0
1950,145,10.0,0
1951,145,7.0,0
1952,145,7.0,0
1953,145,9.0,0
1954,145,8.0,0
1955,145,9.0,0
1956,145,9.0,0
1957,145,9.0,0
1958,145,9.0,0
1959,145,10.0,0
1960,146,8.0,0
1961,146,10.0,0
1962,146,7.0,0
1963,146,8.0,0
1964,146,10.0,0
1965,146,8.0,0
1966,146,10.0,1
1967,146,7.0,0
1968,146,6.0,0
1969,146,8.0,0
1970,146,10.0,0
1971,146,8.0,0
1972,146,8.0,0
1973,146,8.0,0
1974,146,8.0,0
1975,146,8.0,0
1976,147,8.0,0
1977,147,8.0,0
1978,147,7.0,1
1979,147,7.0,0
1980,147,6.0,0
1981,147,8.0,0
1982,147,8.0,0
1983,147,7.0,1
1984,147,8.0,1
1985,147,6.0,0
1986,147,8.0,0
1987,147,8.0,1
1988,147,8.0,0
1989,147,9.0,0
1990,147,10.0,1
1991,147,8.0,0
1992,148,8.0,0
1993,148,8.0,0
1994,148,7.0,0
1995,148,8.0,0
1996,148,8.0,0
1997,148,9.0,0
1998,148,7.0,0
1999,148,6.0,0
2000,148,7.0,0
2001,148,8.0,0
2002,148,8.0,0
2003,148,8.0,1
2004,148,8.0,0
2005,148,8.0,0
2006,148,8.0,0
2007,148,9.0,0
2008,149,7.0,0
2009,149,8.0,0
2010,149,8.0,1
2011,149,8.0,0
2012,149,7.0,0
2013,149,6.0,0
2014,149,8.0,0
2015,149,6.0,0
2016,149,6.0,1
2017,149,7.0,0
2018,149,8.0,0
2019,149,8.0,0
2020,149,7.0,0
2021,149,8.0,1
2022,149,7.0,1
2023,149,8.0,1
2024,150,8.0,0
2025,150,10.0,0
2026,150,7.0,0
2027,150,8.0,0
2028,150,7.0,0
2029,150,8.0,0
2030,150,6.0,0
2031,150,8.0,1
2032,150,6.0,0
2033,150,8.0,1
2034,150,8.0,0
2035,150,9.0,0
2036,150,9.0,0
2037,150,9.0,0
2038,150,8.0,0
2039,150,8.0,0
2040,151,5.0,0
2041,151,7.0,0
2042,151,8.0,0
2043,151,8.0,0
2044,151,7.0,1
2045,151,7.0,0
2046,151,8.0,0
2047,151,5.0,0
2048,151,6.0,0
2049,151,6.0,0
2050,151,7.0,0
2051,151,7.0,0
2052,151,8.0,0
2053,151,6.0,0
2054,151,7.0,0
2055,151,8.0,1
2056,152,7.0,0
2057,152,5.0,0
2058,152,7.0,0
2059,152,8.0,0
2060,152,8.0,0
2061,152,7.0,0
2062,152,8.0,1
2063,152,7.0,1
2064,152,6.0,0
2065,152,8.0,1
2066,152,7.0,0
2067,152,9.0,0
2068,152,7.0,0
2069,152,8.0,0
2070,152,7.0,0
2071,152,8.0,0
2072,153,8.0,0
2073,153,6.0,1
2074,153,6.0,0
2075,153,7.0,0
2076,153,7.0,0
2077,153,8.0,1
2078,153,7.0,0
2079,153,5.0,0
2080,153,5.0,0
2081,153,7.0,0
2082,153,6.0,0
2083,153,7.0,0
2084,153,7.0,0
2085,153,7.0,1
2086,153,6.0,0
2087,153,6.0,0
2088,154,10.0,0
2089,154,9.0,0
2090,154,9.0,0
2091,154,9.0,1
2092,154,8.0,0
2093,154,8.0,1
2094,154,9.0,0
2095,154,7.0,0
2096,154,9.0,1
2097,154,8.0,0
2098,154,7.0,0
2099,154,9.0,1
2100,154,10.0,0
2101,154,9.0,1
2102,154,10.0,1
2103,154,10.0,1
2104,155,7.0,0
2105,155,6.0,0
2106,155,6.0,0
2107,155,7.0,1
2108,155,6.0,0
2109,155,6.0,0
2110,155,7.0,0
2111,155,5.0,0
2112,155,7.0,0
2113,155,6.0,0
2114,155,4.0,0
2115,155,8.0,0
2116,155,8.0,0
2117,155,7.0,0
2118,155,8.0,0
2119,155,8.0,0
2120,156,10.0,0
2121,156,10.0,0
2122,156,10.0,1
2123,156,10.0,0
2124,156,10.0,0
2125,156,10.0,1
2126,156,10.0,0
2127,156,10.0,0
2128,156,10.0,0
2129,156,10.0,0
2130,156,10.0,0
2131,156,10.0,0
2132,156,10.0,0
2133,156,10.0,0
2134,156,10.0,1
2135,156,10.0,1
2136,157,3.0,0
2137,157,6.0,0
2138,157,7.0,0
2139,157,6.0,0
2140,157,7.0,0
2141,157,6.0,0
2142,157,6.0,0
2143,157,7.0,0
2144,157,7.0,0
2145,157,5.0,0
2146,157,8.0,0
2147,157,7.0,1
2148,157,7.0,0
2149,157,7.0,0
2150,157,7.0,0
2151,157,5.0,0
2152,158,8.0,0
2153,158,9.0,0
2154,158,9.0,0
2155,158,9.0,0
2156,158,8.0,0
2157,158,7.0,0
2158,158,8.0,0
2159,158,9.0,0
2160,158,9.0,0
2161,158,8.0,0
2162,158,8.0,0
2163,158,8.0,0
2164,158,7.0,0
2165,158,9.0,0
2166,158,8.0,0
2167,158,8.0,0
2168,159,7.0,1
2169,159,7.0,0
2170,159,8.0,0
2171,159,8.0,0
2172,159,8.0,0
2173,159,6.0,0
2174,159,6.0,0
2175,159,7.0,0
2176,159,9.0,0
2177,159,7.0,0
2178,159,7.0,0
2179,159,7.0,1
2180,159,7.0,0
2181,159,8.0,0
2182,159,7.0,0
2183,159,6.0,0
2184,160,8.0,0
2185,160,7.0,0
2186,160,9.0,0
2187,160,9.0,0
2189,160,9.0,1
2190,160,8.0,0
2191,160,9.0,1
2192,160,9.0,0
2194,160,10.0,0
2195,160,8.0,0
2196,160,8.0,0
2197,160,8.0,0
2198,160,8.0,1
2199,160,8.0,0
2200,161,8.0,0
2201,161,8.0,0
2202,161,10.0,0
2203,161,10.0,0
2204,161,7.0,0
2205,161,9.0,0
2206,161,8.0,0
2207,161,7.0,0
2208,161,10.0,0
2209,161,8.0,0
2210,161,9.0,0
2211,161,6.0,0
2212,161,8.0,1
2213,161,8.0,1
2214,161,10.0,0
2215,161,8.0,0
2216,162,7.0,0
2217,162,6.0,0
2218,162,7.0,1
2219,162,7.0,0
2220,162,8.0,0
2221,162,7.0,0
2222,162,7.0,0
2223,162,6.0,0
2224,162,8.0,0
2225,162,7.0,1
2226,162,7.0,0
2227,162,6.0,0
2228,162,7.0,0
2229,162,3.0,0
2230,162,7.0,0
2231,162,6.0,0
2232,163,7.0,0
2233,163,7.0,0
2234,163,8.0,0
2235,163,6.0,0
2236,163,7.0,0
2237,163,7.0,0
2238,163,8.0,0
2239,163,8.0,0
2240,163,9.0,0
2241,163,8.0,0
2242,163,8.0,0
2243,163,8.0,1
2244,163,8.0,1
2245,163,6.0,0
2246,163,9.0,1
2247,163,6.0,0
2248,164,9.0,0
2249,164,9.0,0
2250,164,9.0,0
2251,164,9.0,0
2252,164,10.0,1
2253,164,6.0,0
2254,164,7.0,0
2255,164,6.0,0
2256,164,9.0,0
2257,164,7.0,0
2258,164,9.0,1
2259,164,8.0,0
2260,164,7.0,0
2261,164,8.0,0
2262,164,10.0,0
2263,164,8.0,0
2264,165,9.0,0
2265,165,9.0,0
2266,165,10.0,0
2267,165,9.0,0
2268,165,9.0,0
2269,165,8.0,1
2270,165,9.0,0
2271,165,9.0,0
2272,165,9.0,1
2273,165,8.0,0
2274,165,10.0,1
2275,165,8.0,0
2276,165,8.0,0
2277,165,8.0,0
2278,165,7.0,0
2279,165,8.0,0
2280,166,8.0,0
2281,166,7.0,0
2282,166,9.0,0
2283,166,7.0,0
2284,166,7.0,0
2285,166,8.0,1
2286,166,8.0,0
2287,166,7.0,1
2288,166,9.0,0
2289,166,8.0,0
2291,166,7.0,0
2292,166,7.0,1
2293,166,7.0,0
2294,166,7.0,0
2295,166,8.0,0
2296,167,7.0,1
2297,167,6.0,0
2298,167,5.0,0
2299,167,6.0,0
2300,167,8.0,0
2301,167,5.0,0
2302,167,6.0,0
2303,167,6.0,0
2304,167,6.0,1
2305,167,5.0,0
2306,167,8.0,1
2307,167,6.0,0
2308,167,7.0,0
2309,167,5.0,0
2310,167,6.0,0
2311,167,6.0,0
2312,168,7.0,1
2313,168,5.0,0
2314,168,8.0,0
2315,168,7.0,0
2316,168,7.0,0
2317,168,8.0,0
2318,168,8.0,0
2319,168,6.0,0
2320,168,7.0,0
2321,168,7.0,0
2322,168,7.0,0
2323,168,7.0,0
2324,168,8.0,0
2325,168,7.0,0
2326,168,8.0,0
2327,168,8.0,0
2328,169,9.0,1
2329,169,9.0,0
2330,169,8.0,0
2331,169,9.0,0
2332,169,9.0,0
2333,169,8.0,1
2334,169,9.0,1
2335,169,9.0,0
2336,169,9.0,0
2337,169,9.0,0
2338,169,8.0,0
2339,169,8.0,0
2340,169,9.0,1
2341,169,8.0,0
2342,169,10.0,0
2343,169,8.0,1
2344,170,7.0,0
2345,170,7.0,0
2347,170,6.0,0
2348,170,7.0,0
2349,170,7.0,0
2350,170,7.0,0
2351,170,7.0,0
2352,170,7.0,0
2353,170,7.0,0
2354,170,6.0,0
2355,170,7.0,0
2356,170,7.0,0
2357,170,7.0,0
2358,170,8.0,0
2359,170,6.0,0
2360,171,9.0,1
2361,171,9.0,0
2362,171,9.0,0
2363,171,9.0,0
2364,171,9.0,0
2365,171,7.0,0
2366,171,7.0,0
2367,171,8.0,1
2368,171,9.0,0
2369,171,8.0,0
2370,171,8.0,0
2371,171,8.0,1
2372,171,8.0,1
2373,171,8.0,0
2374,171,9.0,0
2375,171,9.0,0
2376,172,6.0,1
2377,172,9.0,0
2378,172,8.0,0
2379,172,9.0,0
2380,172,5.0,0
2382,172,6.0,0
2383,172,7.0,1
2384,172,8.0,0
2385,172,8.0,0
2386,172,8.0,0
2387,172,8.0,0
2388,172,8.0,1
2389,172,6.0,0
2390,172,7.0,1
2391,172,7.0,0
2392,173,7.0,1
2393,173,5.0,0
2394,173,6.0,0
2395,173,6.0,0
2396,173,5.0,0
2397,173,5.0,0
2398,173,5.0,0
2399,173,8.0,1
2400,173,7.0,0
2401,173,7.0,1
2402,173,5.0,0
2403,173,5.0,0
2404,173,6.0,1
2405,173,7.0,0
2406,173,7.0,1
2407,173,8.0,0
2408,174,6.0,1
2409,174,5.0,0
2410,174,6.0,0
2411,174,5.0,1
2412,174,5.0,0
2413,174,5.0,0
2414,174,6.0,0
2415,174,5.0,0
2416,174,6.0,0
2417,174,6.0,0
2418,175,7.0,0
2419,175,7.0,0
2420,175,8.0,0
2421,175,7.0,0
2422,175,7.0,1
2423,175,7.0,0
2424,175,7.0,1
2425,175,8.0,0
2426,175,7.0,0
2427,175,7.0,1
2428,176,8.0,1
2429,176,6.0,0
2430,176,7.0,1
2431,176,5.0,0
2432,176,6.0,0
2433,176,7.0,0
2434,176,6.0,0
2435,176,7.0,1
2436,176,9.0,0
2437,176,8.0,0
2438,177,7.0,0
2439,177,3.0,0
2440,177,7.0,0
2441,177,7.0,0
2442,177,6.0,0
2443,177,6.0,0
2444,177,7.0,0
2445,177,7.0,0
2446,177,8.0,0
2447,177,7.0,0
2448,178,7.0,0
2449,178,7.0,0
2450,178,7.0,1
2451,178,7.0,0
2452,178,7.0,0
2453,178,7.0,0
2454,178,7.0,0
2455,178,7.0,0
2456,178,7.0,0
2457,178,8.0,0
2458,179,6.0,0
2459,179,6.0,0
2460,179,7.0,0
2461,179,7.0,0
2462,179,7.0,0
2463,179,7.0,0
2464,179,7.0,1
2465,179,6.0,0
2466,179,6.0,0
2467,179,7.0,0
2468,180,7.0,1
2469,180,4.0,0
2470,180,7.0,0
2471,180,5.0,0
2472,180,8.0,0
2473,180,7.0,0
2474,180,7.0,0
2475,180,8.0,0
2476,180,8.0,1
2477,180,7.0,0
2478,181,8.0,0
2479,181,9.0,1
2480,181,9.0,1
2481,181,4.0,0
2482,181,4.0,0
2483,181,8.0,0
2484,181,6.0,1
2485,181,8.0,1
2486,181,4.0,0
2487,181,9.0,1
2488,182,8.0,0
2489,182,8.0,0
2490,182,10.0,0
2491,182,9.0,0
2492,182,8.0,0
2493,182,8.0,0
2494,182,9.0,0
2495,182,9.0,0
2496,182,9.0,0
2497,182,9.0,0
2498,183,9.0,1
2499,183,7.0,0
2500,183,8.0,0
2501,183,6.0,0
2502,183,7.0,0
2503,183,8.0,0
2504,183,7.0,0
2505,183,7.0,0
2506,183,8.0,0
2507,183,7.0,0
2508,184,10.0,1
2509,184,10.0,0
2510,184,10.0,1
2511,184,10.0,0
2512,184,10.0,0
2513,184,10.0,0
2514,184,8.0,1
2515,184,10.0,0
2516,184,10.0,0
2517,184,10.0,1
2518,185,7.0,0
2519,185,8.0,0
2520,185,8.0,0
2521,185,9.0,0
2522,185,7.0,0
2523,185,9.0,0
2524,185,8.0,0
2525,185,8.0,1
2526,185,9.0,0
2527,185,6.0,0
2528,186,6.0,0
2529,186,6.0,0
2530,186,7.0,1
2531,186,7.0,0
2532,186,6.0,1
2533,186,7.0,0
2535,186,8.0,1
2536,186,6.0,0
2537,186,6.0,0
2539,187,10.0,0
2543,187,7.0,0
2544,187,7.0,0
2548,188,5.0,0
2549,188,6.0,1
2550,188,7.0,0
2551,188,5.0,0
2552,188,6.0,0
2553,188,6.0,0
2554,188,5.0,0
2555,188,5.0,0
2556,188,7.0,0
2557,188,5.0,0
2558,189,7.0,0
2559,189,5.0,0
2560,189,5.0,0
2561,189,6.0,0
2562,189,8.0,0
2563,189,8.0,0
2564,189,8.0,0
2565,189,7.0,0
2566,189,6.0,0
2567,189,7.0,0
2568,190,8.0,0
2569,190,8.0,1
2570,190,8.0,0
2571,190,5.0,0
2572,190,8.0,0
2573,190,10.0,1
2574,190,7.0,0
2576,190,7.0,0
2577,190,8.0,0
2578,191,7.0,0
2579,191,8.0,0
2580,191,7.0,1
2581,191,7.0,0
2582,191,7.0,0
2583,191,9.0,0
2584,191,7.0,0
2585,191,8.0,1
2586,191,7.0,0
2587,191,7.0,0
2588,192,8.0,0
2589,192,7.0,0
2590,192,9.0,0
2591,192,6.0,0
2592,192,6.0,0
2593,192,8.0,0
2594,192,8.0,1
2595,192,6.0,0
2596,192,7.0,0
2597,192,6.0,0
2598,193,7.0,0
2599,193,8.0,1
2600,193,9.0,0
2601,193,8.0,0
2602,193,9.0,0
2603,193,9.0,0
2604,193,8.0,0
2605,193,8.0,1
2606,193,7.0,0
2607,193,7.0,0
2608,194,10.0,0
2609,194,9.0,0
2610,194,8.0,0
2611,194,10.0,0
2612,194,10.0,0
2613,194,8.0,0
2614,194,10.0,0
2615,194,10.0,1
2616,194,9.0,0
2617,194,10.0,0
2618,194,10.0,0
2619,194,10.0,0
2620,194,8.0,0
2621,194,7.0,0
2622,194,10.0,0
2623,194,8.0,0
2624,194,9.0,0
2625,194,9.0,0
2626,194,9.0,0
2627,194,9.0,0
2628,195,10.0,0
2629,195,9.0,1
2630,195,7.0,0
2631,195,10.0,1
2632,195,10.0,0
2633,195,9.0,0
2634,195,9.0,0
2635,195,7.0,0
2636,195,10.0,0
2637,195,10.0,0
2638,195,10.0,0
2639,195,8.0,1
2640,195,9.0,0
2641,195,7.0,0
2642,195,10.0,0
2643,195,9.0,1
2644,195,6.0,0
2645,195,9.0,0
2646,195,7.0,0
2647,195,10.0,1
2648,196,7.0,1
2649,196,7.0,0
2650,196,5.0,0
2651,196,7.0,0
2652,196,3.0,0
2653,196,7.0,1
2654,196,3.0,0
2655,196,4.0,0
2656,196,4.0,0
2657,196,7.0,0
2658,196,3.0,0
2659,196,4.0,0
2660,196,5.0,0
2661,196,4.0,0
2662,196,3.0,0
2663,196,5.0,0
2664,196,3.0,0
2665,196,7.0,0
2666,196,4.0,0
2667,196,7.0,0
2668,197,7.0,0
2669,197,8.0,0
2670,197,7.0,0
2671,197,9.0,1
2672,197,7.0,0
2673,197,8.0,0
2674,197,7.0,0
2675,197,7.0,0
2676,197,7.0,0
2677,197,7.0,0
2678,197,8.0,0
2679,197,7.0,0
2680,197,8.0,0
2681,197,7.0,0
2682,197,7.0,0
2683,197,7.0,0
2684,197,7.0,0
2685,197,10.0,1
2686,197,10.0,1
2687,197,7.0,0
2688,198,5.0,0
2689,198,5.0,0
